-0.853826	0.729018
2.362010	5.579091
8.643667	74.712981
6.701765	44.913650
7.908470	62.543903
1.650370	2.723723
1.654936	2.738814
7.098519	50.388969
-9.302686	86.539967
7.708402	59.419460
-1.845384	3.405441
-9.272359	85.976649
4.922959	24.235524
-6.903425	47.657271
-7.121833	50.720511
2.119181	4.490928
-4.910383	24.111862
-3.516916	12.368697
-1.964182	3.858010
-1.872534	3.506382
-2.276177	5.180983
2.196036	4.822576
-6.662186	44.384716
-6.238159	38.914622
-8.107423	65.730301
-3.536275	12.505238
5.391939	29.073002
-5.317640	28.277295
4.807309	23.110224
3.856368	14.871576
6.481564	42.010675
6.559551	43.027709
-4.132641	17.078724
-3.812615	14.536034
0.460596	0.212149
-3.494020	12.208177
6.636850	44.047781
6.205896	38.513143
1.139965	1.299521
-4.740719	22.474420
3.611324	13.041661
-5.326937	28.376259
-0.871493	0.759500
-2.308662	5.329921
0.772029	0.596028
9.834074	96.709020
5.104408	26.054981
9.609097	92.334745
-5.304347	28.136099
0.571182	0.326249
-8.971279	80.483846
5.137509	26.394003
2.039595	4.159949
7.143374	51.027795
9.765543	95.365826
8.589689	73.782765
-1.809701	3.275019
-9.993171	99.863462
0.817566	0.668415
-5.845388	34.168556
-5.614328	31.520682
-3.483875	12.137383
-8.081012	65.302750
4.950673	24.509165
4.970179	24.702681
0.865989	0.749936
-3.237354	10.480459
6.646673	44.178265
1.051444	1.105534
9.150862	83.738282
7.856666	61.727207
-2.869928	8.236485
0.928038	0.861254
-3.066365	9.402594
2.456056	6.032210
5.932494	35.194482
4.917498	24.181787
-7.489275	56.089246
6.447880	41.575158
-9.496990	90.192819
-1.711422	2.928967
4.628149	21.419766
5.627480	31.668531
-2.654282	7.045211
4.897357	23.984107
7.845344	61.549419
-5.147932	26.501207
-7.408060	54.879360
-5.498642	30.235068
-2.999722	8.998330
-4.258308	18.133185
8.549760	73.098399
-8.973725	80.527738
1.853335	3.434851
-6.742022	45.454861
6.768115	45.807386
-6.648781	44.206294
0.044012	0.001937
9.986590	99.731971
-2.891857	8.362837
-9.058446	82.055440
-5.726788	32.796104
-2.043218	4.174738
-3.326636	11.066510
-5.407949	29.245916
8.722404	76.080324
3.663776	13.423252
9.242276	85.419664
-1.240536	1.538931
8.806733	77.558548
-9.883314	97.679886
2.206141	4.867056
6.021515	36.258645
-5.340369	28.519545
8.649374	74.811662
5.265256	27.722916
6.528991	42.627721
1.469272	2.158760
5.851633	34.241612
-3.419176	11.690765
-5.530760	30.589311
-3.752273	14.079554
1.690470	2.857687
6.598283	43.537336
-4.190750	17.562387
-1.948912	3.798259
7.241146	52.434195
2.294791	5.266066
9.823756	96.506177
-5.926022	35.117743
6.544182	42.826314
3.517232	12.370924
-5.021011	25.210547
-0.484287	0.234534
-2.018495	4.074324
1.988765	3.955186
6.010455	36.125573
-7.898625	62.388270
6.428844	41.330034
6.821727	46.535954
-2.909875	8.467373
-1.398611	1.956112
1.444784	2.087402
4.016495	16.132229
4.849395	23.516633
5.157683	26.601694
-2.217425	4.916972
-1.413950	1.999255
9.126893	83.300179
1.459427	2.129928
6.994441	48.922206
-4.473094	20.008567
2.446472	5.985227
1.767234	3.123115
9.269369	85.921208
-8.281946	68.590631
0.009978	0.000100
0.431794	0.186446
-8.196680	67.185562
8.093330	65.501984
7.687779	59.101942
-1.220207	1.488904
5.634452	31.747052
-7.030700	49.430736
2.396319	5.742343
-4.787526	22.920409
-1.086876	1.181299
6.879990	47.334266
-6.075902	36.916581
-3.922968	15.389674
-0.334109	0.111629
-3.243759	10.521973
5.969717	35.637516
9.749752	95.057654
-6.819049	46.499428
-5.262404	27.692899
4.044733	16.359862
-2.490567	6.202923
9.474098	89.758534
9.446111	89.229015
2.873961	8.259652
7.201978	51.868480
-1.962332	3.850747
2.638616	6.962294
9.704733	94.181838
1.189548	1.415025
8.671838	75.200780
4.406864	19.420451
-0.319230	0.101908
2.780622	7.731858
7.752737	60.104936
-6.025265	36.303818
-2.092675	4.379287
9.843506	96.894611
-1.952968	3.814083
3.177130	10.094153
8.026962	64.432126
9.907636	98.161242
3.063266	9.383596
-7.831271	61.328812
-9.277719	86.076077
2.361825	5.578216
1.342887	1.803346
9.239293	85.364538
4.922109	24.227161
3.250322	10.564593
0.466266	0.217404
-4.802114	23.060302
9.239875	85.375296
0.804081	0.646546
-9.394597	88.258448
3.926289	15.415747
0.394323	0.155491
-8.819389	77.781620
7.800725	60.851305
-3.395955	11.532511
-5.405976	29.224577
-7.721027	59.614260
-3.781546	14.300088
-5.431354	29.499601
3.039943	9.241256
-8.676798	75.286815
-4.491372	20.172426
-4.363595	19.040963
7.601325	57.780145
-1.113393	1.239644
5.118282	26.196815
2.065928	4.268057
5.665319	32.095837
-7.721387	59.619821
9.571278	91.609357
6.971934	48.607857
-8.987070	80.767428
-0.675963	0.456926
-3.486935	12.158712
2.604102	6.781350
-5.394017	29.095416
1.597699	2.552644
2.063126	4.256491
1.997582	3.990334
-1.031442	1.063873
-9.291531	86.332544
0.276297	0.076340
-1.845397	3.405489
-7.839079	61.451164
-0.802487	0.643986
-0.982345	0.965002
1.022807	1.046134
6.108086	37.308719
4.017001	16.136301
7.444710	55.423708
-8.956157	80.212747
-5.606374	31.431427
-0.807160	0.651507
9.170672	84.101224
5.800907	33.650524
-0.962508	0.926421
-3.331436	11.098468
-8.818094	77.758777
4.818106	23.214146
0.135890	0.018466
-6.001492	36.017903
-1.456129	2.120312
-6.626194	43.906453
5.033892	25.340067
-2.632983	6.932600
8.836356	78.081186
-9.656549	93.248942
6.581118	43.311116
2.531819	6.410110
0.774930	0.600517
3.010153	9.061019
4.532591	20.544378
-8.110229	65.775810
7.551479	57.024830
-9.712757	94.337651
-4.113947	16.924564
-6.401702	40.981794
8.525885	72.690721
-8.636391	74.587254
1.621865	2.630445
2.743024	7.524183
3.025385	9.152956
7.292440	53.179685
-8.880949	78.871262
6.337103	40.158880
0.578449	0.334604
3.887011	15.108856
-5.751902	33.084377
0.865599	0.749261
4.050405	16.405784
9.128691	83.333002
-1.109157	1.230229
-8.292043	68.757983
-8.853197	78.379098
2.589010	6.702971
5.923581	35.088816
3.823827	14.621650
-3.093843	9.571863
8.936333	79.858054
0.403806	0.163060
9.076261	82.378505
-8.528087	72.728273
-5.859361	34.332112
5.500556	30.256119
8.283756	68.620621
5.651013	31.933947
-4.089316	16.722506
-6.963086	48.484560
6.958210	48.416693
5.697092	32.456855
-4.583370	21.007280
-5.443786	29.634805
-3.579536	12.813076
6.591236	43.444393
6.443644	41.520547
1.413657	1.998426
1.436593	2.063799
-4.279635	18.315272
3.982671	15.861670
5.925159	35.107508
-1.168219	1.364735
-1.075688	1.157104
-0.686752	0.471628
-4.419216	19.529472
3.507506	12.302601
8.073291	65.178020
8.170518	66.757364
4.943939	24.442532
-4.789770	22.941895
3.792757	14.385004
-7.363387	54.219464
-7.529983	56.700649
-6.181943	38.216418
-7.085358	50.202298
1.700872	2.892967
-8.532766	72.808099
6.446524	41.557677
4.458059	19.874294
8.517161	72.542027
-0.147228	0.021676
3.097658	9.595485
7.802470	60.878531
0.770511	0.593688
-4.355897	18.973836
9.519150	90.614224
-9.271490	85.960521
-3.475109	12.076379
9.460272	89.496755
-2.699347	7.286477
-3.817008	14.569547
-7.581752	57.482968
8.315314	69.144448
-7.290436	53.150455
-3.357642	11.273761
7.949598	63.196106
-0.007024	0.000049
2.305765	5.316552
1.662659	2.764436
3.965079	15.721848
-9.413353	88.611217
0.557654	0.310978
-9.358543	87.582328
6.542846	42.808840
-3.200276	10.241766
6.934219	48.083396
-5.078609	25.792266
1.629825	2.656330
8.753538	76.624420
-9.044254	81.798533
-8.920447	79.574371
-9.587639	91.922828
3.629570	13.173780
1.972571	3.891035
-7.719399	59.589126
5.924907	35.104523
2.357012	5.555504
-8.595730	73.886566
-8.614421	74.208241
-7.279852	52.996248
5.777826	33.383278
-8.152031	66.455607
-5.242624	27.485108
-5.127042	26.286557
-7.903556	62.466193
7.167055	51.366680
3.963995	15.713259
4.674843	21.854154
3.010612	9.063788
0.325411	0.105893
-3.472237	12.056432
3.235524	10.468615
-7.648690	58.502463
-7.043652	49.613030
-9.604707	92.250391
9.285835	86.226724
9.407458	88.500267
-7.522790	56.592367
-0.651799	0.424843
3.133880	9.821204
-4.196289	17.608839
5.090733	25.915560
1.162361	1.351083
-1.444148	2.085564
