0,1,1,1
0.01010101,0.998990409,1.005037815,1.004023138
0.02020202,0.997981837,1.010050504,1.008012057
0.03030303,0.996974284,1.015038438,1.01196722
0.04040404,0.995967747,1.020001981,1.015889075
0.050505051,0.994962227,1.024941486,1.019778064
0.060606061,0.993957722,1.029857301,1.023634617
0.070707071,0.992954232,1.034749762,1.027459155
0.080808081,0.991951754,1.0396192,1.031252089
0.090909091,0.990950288,1.044465936,1.03501382
0.101010101,0.989949834,1.049290284,1.038744743
0.111111111,0.988950389,1.054092553,1.042445241
0.121212121,0.987951954,1.058873043,1.046115692
0.131313131,0.986954526,1.063632047,1.049756463
0.141414141,0.985958106,1.068369852,1.053367916
0.151515152,0.984962692,1.07308674,1.056950404
0.161616162,0.983968282,1.077782984,1.060504272
0.171717172,0.982974876,1.082458855,1.064029859
0.181818182,0.981982474,1.087114613,1.067527497
0.191919192,0.980991073,1.091750517,1.070997512
0.202020202,0.980000673,1.096366819,1.074440221
0.212121212,0.979011273,1.100963765,1.077855938
0.222222222,0.978022872,1.105541597,1.081244968
0.232323232,0.977035469,1.110100551,1.084607612
0.242424242,0.976049063,1.114640858,1.087944165
0.252525253,0.975063653,1.119162746,1.091254915
0.262626263,0.974079237,1.123666437,1.094540146
0.272727273,0.973095816,1.12815215,1.097800136
0.282828283,0.972113387,1.132620096,1.101035158
0.292929293,0.97113195,1.137070487,1.104245479
0.303030303,0.970151504,1.141503527,1.107431364
0.313131313,0.969172047,1.145919418,1.110593069
0.323232323,0.96819358,1.150318357,1.113730849
0.333333333,0.9672161,1.154700538,1.116844952
0.343434343,0.966239608,1.159066151,1.119935624
0.353535354,0.965264101,1.163415383,1.123003104
0.363636364,0.964289579,1.167748416,1.126047629
0.373737374,0.963316041,1.172065431,1.12906943
0.383838384,0.962343486,1.176366603,1.132068737
0.393939394,0.961371912,1.180652105,1.135045772
0.404040404,0.96040132,1.184922109,1.138000757
0.414141414,0.959431707,1.18917678,1.140933908
0.424242424,0.958463074,1.193416283,1.143845439
0.434343434,0.957495418,1.197640779,1.146735558
0.444444444,0.956528739,1.201850425,1.149604472
0.454545455,0.955563036,1.206045378,1.152452384
0.464646465,0.954598308,1.210225791,1.155279493
0.474747475,0.953634555,1.214391813,1.158085995
0.484848485,0.952671774,1.218543592,1.160872085
0.494949495,0.951709965,1.222681273,1.163637951
0.505050505,0.950749127,1.226804999,1.166383781
0.515151515,0.949789259,1.23091491,1.16910976
0.525252525,0.94883036,1.235011144,1.171816069
0.535353535,0.94787243,1.239093836,1.174502885
0.545454545,0.946915466,1.243163121,1.177170386
0.555555556,0.945959469,1.247219129,1.179818745
0.565656566,0.945004437,1.251261989,1.182448131
0.575757576,0.944050369,1.255291829,1.185058714
0.585858586,0.943097264,1.259308773,1.187650658
0.595959596,0.942145121,1.263312945,1.190224128
0.606060606,0.94119394,1.267304465,1.192779282
0.616161616,0.940243719,1.271283452,1.195316281
0.626262626,0.939294458,1.275250025,1.19783528
0.636363636,0.938346154,1.279204298,1.200336434
0.646464646,0.937398808,1.283146385,1.202819893
0.656565657,0.936452419,1.287076399,1.205285807
0.666666667,0.935506985,1.290994449,1.207734324
0.676767677,0.934562506,1.294900644,1.21016559
0.686868687,0.93361898,1.29879509,1.212579747
0.696969697,0.932676406,1.302677895,1.214976937
0.707070707,0.931734785,1.30654916,1.2173573
0.717171717,0.930794113,1.310408989,1.219720973
0.727272727,0.929854392,1.314257481,1.222068091
0.737373737,0.928915619,1.318094738,1.22439879
0.747474747,0.927977795,1.321920855,1.2267132
0.757575758,0.927040917,1.325735931,1.229011452
0.767676768,0.926104984,1.329540059,1.231293675
0.777777778,0.925169997,1.333333333,1.233559996
0.787878788,0.924235954,1.337115847,1.23581054
0.797979798,0.923302853,1.34088769,1.238045431
0.808080808,0.922370695,1.344648953,1.24026479
0.818181818,0.921439478,1.348399725,1.242468739
0.828282828,0.920509201,1.352140092,1.244657396
0.838383838,0.919579863,1.355870141,1.246830878
0.848484848,0.918651463,1.359589956,1.248989303
0.858585859,0.917724001,1.363299622,1.251132784
0.868686869,0.916797475,1.36699922,1.253261434
0.878787879,0.915871885,1.370688834,1.255375366
0.888888889,0.914947229,1.374368542,1.257474689
0.898989899,0.914023506,1.378038424,1.259559512
0.909090909,0.913100716,1.381698559,1.261629944
0.919191919,0.912178858,1.385349024,1.263686091
0.929292929,0.91125793,1.388989895,1.265728057
0.939393939,0.910337933,1.392621248,1.267755947
0.949494949,0.909418864,1.396243156,1.269769864
0.95959596,0.908500722,1.399855692,1.271769908
0.96969697,0.907583508,1.403458931,1.27375618
0.97979798,0.90666722,1.407052941,1.275728779
0.98989899,0.905751857,1.410637795,1.277687803
1,0.904837418,1.414213562,1.279633348
